167,134,0,105.9,5.1,-78.3,-0.087,0.917,-0.263,-0.0,0.2,0.1
170,136,0,106.0,5.1,-78.3,-0.089,0.905,-0.271,-0.1,0.2,0.0
171,137,0,106.0,5.1,-78.3,-0.088,0.914,-0.263,-0.1,0.1,0.0
171,137,0,106.0,5.1,-78.3,-0.087,0.915,-0.263,-0.1,0.2,-0.0
172,138,0,106.0,5.1,-78.3,-0.088,0.918,-0.267,-0.1,0.1,-0.0
172,138,0,106.0,5.2,-78.3,-0.088,0.915,-0.264,-0.1,0.2,0.0
172,138,0,106.0,5.2,-78.3,-0.095,0.904,-0.272,-0.3,-0.1,0.2
171,137,0,106.1,5.2,-78.3,-0.090,0.909,-0.257,-0.0,0.3,-0.1
167,134,0,106.1,5.2,-78.3,-0.098,0.876,-0.274,-0.0,0.2,0.0
156,125,0,106.2,5.2,-78.3,-0.139,0.728,-0.288,-0.1,0.1,0.6
155,124,0,106.1,5.3,-78.3,-0.089,0.915,-0.241,0.0,0.2,-0.1
150,120,0,106.1,5.3,-78.3,-0.094,0.922,-0.261,0.0,0.1,-0.0
153,123,0,106.2,5.3,-78.3,-0.091,0.919,-0.269,0.1,-0.1,0.1
156,125,0,106.2,5.3,-78.5,-0.077,0.931,-0.249,0.0,-0.4,0.3
157,126,0,106.2,5.2,-78.7,-0.082,0.930,-0.276,-0.1,-0.4,0.1
176,141,0,106.2,5.2,-79.4,-0.147,0.917,-0.256,0.1,-0.2,0.1
190,153,518,106.2,5.3,-79.5,-0.090,0.919,-0.267,-0.0,0.2,0.1
191,153,518,106.2,5.3,-79.5,-0.092,0.913,-0.265,-0.1,0.2,0.0
198,159,555,106.2,5.3,-79.5,-0.091,0.915,-0.266,-0.1,0.2,0.1
198,159,555,106.2,5.3,-79.5,-0.088,0.914,-0.267,-0.1,0.2,0.1
195,157,543,106.2,5.3,-79.5,-0.089,0.915,-0.266,-0.0,0.1,-0.0
186,149,0,106.2,5.3,-79.5,-0.092,0.909,-0.265,-0.0,0.2,-0.0
188,151,506,106.2,5.3,-79.5,-0.089,0.918,-0.265,-0.0,0.2,0.1
176,141,0,106.2,5.3,-79.5,-0.086,0.916,-0.269,-0.0,0.2,0.1
168,135,0,106.2,5.3,-79.5,-0.088,0.919,-0.262,-0.0,0.2,0.0
164,132,0,106.2,5.3,-79.5,-0.092,0.910,-0.270,-0.1,0.3,0.0
162,130,0,106.2,5.3,-79.5,-0.087,0.915,-0.263,-0.1,0.2,0.0
167,134,0,106.2,5.3,-79.5,-0.088,0.917,-0.265,-0.1,0.2,0.1
164,132,0,106.2,5.3,-79.5,-0.089,0.910,-0.263,-0.1,0.2,0.0
