153,123,0,106.0,5.6,-81.8,-0.094,0.914,-0.263,-0.1,0.2,0.0
154,124,0,106.0,5.6,-81.8,-0.093,0.915,-0.261,-0.0,0.2,0.0
155,124,0,106.0,5.6,-81.8,-0.094,0.914,-0.262,-0.0,0.2,0.0
159,128,0,106.0,5.6,-81.8,-0.097,0.913,-0.262,-0.1,0.2,0.1
161,129,0,106.0,5.6,-81.8,-0.094,0.913,-0.263,-0.1,0.2,0.0
159,128,0,106.0,5.6,-81.8,-0.094,0.914,-0.262,-0.1,0.2,0.1
159,128,0,106.0,5.6,-81.8,-0.094,0.914,-0.262,-0.1,0.2,0.0
155,124,0,106.0,5.6,-81.8,-0.095,0.914,-0.264,-0.1,0.2,0.0
156,125,0,106.0,5.6,-81.8,-0.096,0.917,-0.263,-0.1,0.2,0.1
157,126,0,106.0,5.7,-81.8,-0.095,0.914,-0.265,-0.1,0.2,0.0
156,125,0,106.0,5.7,-81.8,-0.094,0.911,-0.263,-0.0,0.2,0.1
158,127,0,106.0,5.7,-81.8,-0.098,0.914,-0.263,-0.1,0.2,0.0
157,126,0,106.0,5.7,-81.8,-0.095,0.915,-0.262,-0.1,0.2,0.0
158,127,0,106.0,5.7,-81.8,-0.097,0.915,-0.263,-0.1,0.2,0.1
157,126,0,106.0,5.7,-81.8,-0.095,0.915,-0.262,-0.1,0.2,0.0
158,127,0,106.0,5.7,-81.8,-0.093,0.915,-0.263,-0.1,0.2,0.1
165,132,0,106.0,5.7,-81.8,-0.096,0.915,-0.264,-0.1,0.2,0.1
162,130,0,106.0,5.7,-81.8,-0.094,0.915,-0.263,-0.1,0.2,0.1
164,132,0,106.0,5.7,-81.8,-0.094,0.911,-0.263,-0.1,0.2,0.0
164,132,0,106.0,5.7,-81.8,-0.094,0.915,-0.261,-0.1,0.2,0.1
164,132,0,106.0,5.7,-81.8,-0.095,0.914,-0.262,-0.1,0.2,0.1
164,132,0,106.0,5.7,-81.8,-0.093,0.912,-0.262,-0.1,0.2,0.0
165,132,0,106.0,5.7,-81.8,-0.093,0.912,-0.263,0.0,0.0,0.0
162,130,0,106.1,5.7,-81.9,-0.094,0.914,-0.263,0.0,0.0,-0.0
164,132,0,106.1,5.8,-82.0,-0.094,0.914,-0.263,0.0,0.0,0.0
161,129,0,106.1,5.8,-82.1,-0.096,0.911,-0.269,-0.0,-0.0,0.1
162,130,0,106.1,5.8,-82.1,-0.096,0.914,-0.263,-0.0,-0.0,-0.0
163,131,0,106.1,5.8,-82.2,-0.094,0.913,-0.264,-0.0,-0.0,0.0
173,139,0,106.2,5.9,-82.3,-0.094,0.915,-0.264,0.0,0.0,0.0
165,132,0,106.2,5.9,-82.4,-0.095,0.913,-0.264,-0.0,-0.0,0.0
164,132,0,106.2,5.9,-82.4,-0.093,0.915,-0.262,0.0,0.0,0.0
164,132,0,106.2,5.9,-82.5,-0.094,0.914,-0.263,-0.0,-0.0,0.0
161,129,0,106.2,5.9,-82.6,-0.095,0.912,-0.262,-0.0,-0.0,-0.0
162,130,0,106.2,5.9,-82.6,-0.095,0.916,-0.264,-0.0,-0.0,0.0
158,127,0,106.2,5.9,-82.6,-0.094,0.913,-0.262,0.0,0.0,-0.0
156,125,0,106.2,5.9,-82.6,-0.096,0.913,-0.263,-0.0,0.0,0.0
148,119,0,106.1,5.9,-82.6,-0.098,0.915,-0.263,0.0,0.0,-0.0
142,114,0,106.1,5.9,-82.6,-0.095,0.915,-0.262,0.0,0.0,-0.0
136,109,0,106.1,5.8,-82.6,-0.096,0.914,-0.261,-0.0,0.0,-0.0
135,108,0,106.1,5.8,-82.6,-0.096,0.915,-0.262,-0.0,0.0,0.0
135,108,0,106.1,5.8,-82.6,-0.097,0.913,-0.261,-0.0,0.0,0.0
137,110,0,106.1,5.8,-82.6,-0.095,0.915,-0.260,-0.0,0.0,-0.0
137,110,0,106.1,5.8,-82.6,-0.093,0.913,-0.264,-0.0,0.0,0.0
140,112,0,106.1,5.8,-82.6,-0.094,0.913,-0.263,0.0,0.0,-0.0
138,111,0,106.1,5.8,-82.6,-0.094,0.917,-0.262,-0.0,-0.0,-0.0
140,112,0,106.1,5.8,-82.6,-0.094,0.913,-0.263,-0.0,0.0,-0.0
144,116,0,106.1,5.8,-82.6,-0.095,0.915,-0.263,-0.0,-0.0,-0.0
143,115,0,106.1,5.8,-82.6,-0.094,0.914,-0.263,-0.0,0.0,0.0
143,115,0,106.1,5.8,-82.6,-0.095,0.914,-0.261,-0.0,-0.0,-0.0
143,115,0,106.1,5.7,-82.6,-0.094,0.915,-0.263,-0.0,0.0,-0.0
139,112,0,106.1,5.7,-82.6,-0.096,0.916,-0.262,-0.0,0.0,-0.1
141,113,0,106.1,5.7,-82.6,-0.096,0.913,-0.262,0.0,0.0,0.0
138,111,0,106.1,5.7,-82.6,-0.096,0.915,-0.264,0.0,0.0,-0.0
140,112,0,106.1,5.7,-82.6,-0.096,0.916,-0.263,-0.0,0.0,0.0
145,116,0,106.0,5.7,-82.6,-0.096,0.912,-0.263,-0.0,-0.0,0.0
153,123,0,106.0,5.7,-82.6,-0.097,0.914,-0.261,0.0,0.0,0.0
164,132,0,106.0,5.7,-82.6,-0.094,0.915,-0.260,-0.0,-0.0,0.1
166,133,0,106.0,5.7,-82.6,-0.093,0.915,-0.262,0.0,0.0,0.0
178,143,0,106.0,5.7,-82.6,-0.093,0.915,-0.262,-0.0,0.0,0.0
182,146,0,106.0,5.7,-82.6,-0.094,0.913,-0.264,-0.0,0.0,0.0
188,151,506,106.0,5.7,-82.6,-0.094,0.915,-0.262,0.0,0.0,0.0
176,141,0,106.0,5.7,-82.6,-0.093,0.916,-0.262,0.0,-0.0,-0.0
149,120,0,106.0,5.7,-82.6,-0.094,0.914,-0.264,-0.0,0.0,-0.0
137,110,0,106.0,5.7,-82.6,-0.095,0.911,-0.259,0.1,0.1,-0.0
141,113,0,106.0,5.7,-82.6,-0.098,0.916,-0.262,-0.0,0.0,-0.0
150,120,0,106.0,5.7,-82.6,-0.095,0.914,-0.262,-0.1,0.0,-0.0
148,119,0,106.0,5.7,-82.6,-0.098,0.923,-0.257,0.0,0.0,-0.0
140,112,0,106.0,5.7,-82.6,-0.096,0.912,-0.263,0.0,0.0,0.0
132,106,0,106.0,5.7,-82.6,-0.098,0.916,-0.265,0.2,-0.1,-0.0
129,103,0,106.2,5.6,-82.6,-0.088,1.065,-0.264,1.0,0.2,-0.2
128,103,0,107.7,5.5,-82.4,-0.073,0.768,-0.268,5.0,0.7,0.2
306,246,1094,106.4,5.6,-82.7,-0.156,1.488,-0.339,-0.1,-0.2,0.7
130,104,0,107.9,5.2,-82.6,-0.028,1.144,-0.381,7.0,1.0,0.5
128,103,0,112.6,4.1,-82.2,0.024,1.161,-0.742,14.3,1.8,1.4
127,102,0,120.7,2.9,-81.6,-0.294,0.963,-0.723,22.9,1.2,5.1
128,103,0,136.7,2.2,-86.0,0.034,1.260,-0.568,24.1,-5.0,4.0
498,401,2053,145.8,1.8,-88.9,-0.721,0.879,-0.219,23.3,0.8,6.1
128,103,0,154.0,-0.2,-89.7,-0.173,1.233,-0.785,24.9,8.2,6.8
128,103,0,-179.3,-5.5,-91.3,0.506,-0.392,-0.167,33.9,2.7,0.9
130,104,0,-167.8,-5.1,-91.7,-0.642,-2.863,1.597,21.6,-4.8,-11.4
130,104,0,-164.6,-5.4,-88.8,0.766,-1.095,-1.674,-0.5,2.0,5.8
127,102,0,-161.0,-4.8,-90.7,-0.299,-0.737,-0.467,2.4,-0.7,0.0
272,219,927,-160.9,-5.4,-91.5,0.305,-0.142,-1.032,-0.9,1.0,0.9
130,104,0,-161.5,-6.1,-92.6,0.274,-0.135,-1.154,2.7,0.5,4.7
129,103,0,-158.9,-6.0,-95.2,0.091,-0.103,-1.291,16.7,1.6,8.0
130,104,0,-138.1,-5.4,-97.1,0.033,-0.596,-0.306,33.5,-1.4,-1.3
129,103,0,-127.9,-5.5,-95.8,0.222,-0.211,-1.352,16.3,-2.3,-4.4
130,104,0,-124.4,-5.9,-94.8,-0.191,-0.749,-1.426,0.4,-0.2,-3.3
130,104,0,-125.3,-5.6,-94.2,0.063,-0.729,-0.527,-2.7,-0.5,-0.5
130,104,0,-126.8,-5.5,-93.4,0.035,-0.639,-0.812,0.1,-0.2,0.1
129,103,0,-127.5,-4.8,-94.0,0.041,-0.732,-0.742,-0.2,2.1,1.3
129,103,0,-127.8,-5.0,-95.0,0.310,-0.713,-0.516,0.9,2.6,1.1
130,104,0,-126.7,-6.1,-95.3,0.145,-0.877,-0.647,-0.1,-1.1,-0.8
129,103,0,-126.5,-6.0,-94.7,0.030,-0.897,-0.530,0.5,-0.7,-0.4
129,103,0,-126.3,-5.5,-94.7,-0.008,-0.846,-0.631,0.3,0.5,0.2
133,107,0,-126.1,-5.7,-95.1,0.180,-0.815,-0.627,-0.1,0.3,0.0
129,103,0,-126.8,-5.6,-95.0,0.053,-0.722,-0.697,-0.5,0.5,0.3
129,103,0,-127.1,-5.5,-95.3,0.098,-0.763,-0.638,0.4,0.7,0.5
129,103,0,-126.9,-5.6,-95.7,0.184,-0.876,-0.660,-0.3,0.8,0.5
129,103,0,-127.3,-5.8,-95.6,0.078,-0.778,-0.626,0.1,0.0,-0.1
128,103,0,-127.2,-5.7,-95.6,0.092,-0.858,-0.730,0.1,0.5,0.4
128,103,0,-127.0,-5.7,-95.9,0.074,-0.798,-0.630,-0.5,0.5,0.5
128,103,0,-126.9,-5.6,-96.2,0.093,-0.876,-0.588,-0.5,0.8,0.5
129,103,0,-127.2,-5.8,-96.5,0.037,-0.857,-0.644,-0.7,0.5,0.4
129,103,0,-127.5,-5.6,-97.2,0.112,-0.834,-0.622,-1.4,1.3,1.2
131,105,0,-128.1,-5.7,-97.8,0.157,-0.735,-0.710,-0.8,1.1,0.8
130,104,0,-129.3,-6.1,-98.0,0.124,-0.689,-0.757,-0.6,0.3,0.2
128,103,0,-129.2,-6.4,-97.3,0.154,-0.845,-0.664,0.5,-1.6,-1.3
129,103,0,-129.2,-6.0,-96.7,0.011,-0.850,-0.638,-0.7,-0.7,-0.3
128,103,0,-129.3,-5.7,-96.8,0.082,-0.765,-0.607,-0.0,0.5,0.4
128,103,0,-128.7,-5.9,-97.1,0.176,-0.854,-0.616,0.3,-0.3,-0.4
129,103,0,-128.9,-6.0,-96.8,0.107,-0.808,-0.691,0.1,-0.5,-0.5
129,103,0,-128.8,-5.8,-96.8,0.068,-0.817,-0.625,-0.2,0.1,0.2
130,104,0,-128.9,-5.7,-97.1,0.127,-0.817,-0.659,0.0,0.3,0.3
129,103,0,-128.7,-5.7,-97.3,0.124,-0.830,-0.607,-0.5,0.3,0.4
129,103,0,-128.8,-5.8,-97.4,0.103,-0.770,-0.707,-0.2,0.1,0.1
129,103,0,-129.1,-5.8,-97.4,0.101,-0.852,-0.658,-0.5,-0.1,-0.0
129,103,0,-129.2,-5.7,-97.4,0.087,-0.837,-0.621,-0.1,0.2,0.2
128,103,0,-129.1,-5.7,-97.6,0.121,-0.811,-0.649,0.1,0.4,0.3
129,103,0,-129.0,-5.8,-97.8,0.115,-0.803,-0.641,0.0,0.2,0.1
133,107,0,-128.8,-5.8,-97.8,0.097,-0.843,-0.657,0.3,0.2,0.1
129,103,0,-129.0,-5.8,-98.1,0.129,-0.808,-0.656,-0.0,0.2,0.2
129,103,0,-129.1,-5.9,-98.1,0.134,-0.799,-0.675,0.1,-0.2,-0.2
129,103,0,-129.0,-5.9,-98.0,0.100,-0.831,-0.628,-0.1,-0.3,-0.3
